Bru.SP.-18,18,Manipur,Senapati,,Ireng Naga,8-Apr-22,1,1,1yr 6 mth,F,1,1,2
Bru.SP.-19,19,Manipur,Senapati,,Ireng Naga,8-Apr-22,1,1,3yrs 5 mth,F,1,1,2
Bru.SP.-20,20,Manipur,Senapati,,Ireng Naga,8-Apr-22,1,1,2 yrs 9 mth,F,1,1,2
ARU/PP/B-1212,1,Arunachal Pradesh,Papum Pare,,Papunallah,9-May-22,1,1,14M,F,1,1,2
ARU/PP/B-1213,2,Arunachal Pradesh,Papum Pare,,Papunallah,9-May-22,1,1,12M,F,1,1,2
ARU/PP/B-1214,3,Arunachal Pradesh,Papum Pare,,Papunallah,9-May-22,1,1,21M,F,1,1,1
ARU/PP/B-1215,4,Arunachal Pradesh,Papum Pare,,Papunallah,9-May-22,1,1,31M,F,1,1,1
ARU/PP/B-1216,5,Arunachal Pradesh,Papum Pare,,Papunallah,9-May-22,1,1,9M,F,1,1,2
ARU/PP/B-1217,6,Arunachal Pradesh,Papum Pare,,Papunallah,9-May-22,1,1,9M,F,1,1,2
ARU/PP/B-1218,7,Arunachal Pradesh,Papum Pare,,Papunallah,9-May-22,1,1,13M,F,1,1,2
ARU/PP/B-1219,8,Arunachal Pradesh,Papum Pare,,Papunallah,9-May-22,1,1,13M,F,1,1,2
ARU/PP/B-1220,9,Arunachal Pradesh,Papum Pare,,Papunallah,9-May-22,1,1,14M,F,1,1,2
ARU/PP/B-1221,10,Arunachal Pradesh,Papum Pare,,Papunallah,9-May-22,1,1,12M,F,1,1,2
ARU/L/B-1321,11,Arunachal Pradesh,Lohit,,Mekaliang,12-Jun-22,1,1,14M,F,1,1,2
ARU/L/B-1322,12,Arunachal Pradesh,Lohit,,Mekaliang,13-Jun-22,1,1,16M,F,1,1,2
ARU/L/B-1323,13,Arunachal Pradesh,Lohit,,Mekaliang,14-Jun-22,1,1,18M,F,1,1,2
ARU/L/B-1324,14,Arunachal Pradesh,Lohit,,Mekaliang,15-Jun-22,1,1,23M,F,1,1,2
ARU/L/B-1325,15,Arunachal Pradesh,Lohit,,Mekaliang,16-Jun-22,1,1,21M,F,1,1,2
ARU/L/B-1326,16,Arunachal Pradesh,Lohit,,Mekaliang,17-Jun-22,1,1,18M,F,1,1,2
ARU/L/B-1327,17,Arunachal Pradesh,Lohit,,Mekaliang,18-Jun-22,1,1,18M,F,1,1,2
ARU/L/B-1328,18,Arunachal Pradesh,Lohit,,Mekaliang,19-Jun-22,1,1,15M,F,1,1,2
ARU/L/B-1329,19,Arunachal Pradesh,Lohit,,Mekaliang,20-Jun-22,1,1,16M,F,1,1,2
ARU/L/B-1330,20,Arunachal Pradesh,Lohit,,Mekaliang,21-Jun-22,1,1,14M,F,1,1,2
